season,bowler,runs_conceded,balls_bowled,wickets,matches,economy,wickets_per_match
2025.0,Suryansh Shedge,40,19,0,1,12.63,0.0
2025.0,Suyash Sharma,454,305,9,14,8.93,0.64
2025.0,T Natarajan,53,25,1,2,12.72,0.5
2025.0,T Stubbs,40,12,0,2,20.0,0.0
2025.0,TA Boult,520,357,23,16,8.74,1.44
2025.0,TU Deshpande,342,212,9,10,9.68,0.9
2025.0,V Nigam,361,244,12,13,8.88,0.92
2025.0,V Puthur,109,73,6,5,8.96,1.2
2025.0,VG Arora,431,272,19,12,9.51,1.58
2025.0,Vijaykumar Vyshak,181,113,4,5,9.61,0.8
2025.0,W O'Rourke,132,64,6,3,12.38,2.0
2025.0,WG Jacks,121,90,6,8,8.07,0.75
2025.0,Washington Sundar,112,67,2,5,10.03,0.4
2025.0,XC Bartlett,96,60,2,4,9.6,0.5
2025.0,YS Chahal,431,277,16,13,9.34,1.23
2025.0,Yash Dayal,479,305,14,15,9.42,0.93
2025.0,Yash Thakur,80,43,1,2,11.16,0.5
2025.0,Yudhvir Singh,132,71,4,4,11.15,1.0
2025.0,Zeeshan Ansari,334,209,8,10,9.59,0.8
