season,bowler,runs_conceded,balls_bowled,wickets,matches,economy,wickets_per_match
2012.0,BW Hilfenhaus,242,215,14,9,6.75,1.56
2012.0,Bipul Sharma,82,48,0,3,10.25,0.0
2012.0,CH Gayle,67,30,0,3,13.4,0.0
2012.0,CJ McKay,60,42,1,2,8.57,0.5
2012.0,CL White,27,20,0,2,8.1,0.0
2012.0,DAJ Bracewell,32,25,3,1,7.68,3.0
2012.0,DE Bollinger,160,113,10,6,8.5,1.67
2012.0,DJ Bravo,472,363,20,18,7.8,1.11
2012.0,DJ Harris,26,18,0,2,8.67,0.0
2012.0,DJ Hussey,67,55,3,6,7.31,0.5
2012.0,DL Vettori,241,212,6,9,6.82,0.67
2012.0,DR Smith,98,79,3,6,7.44,0.5
2012.0,DS Kulkarni,64,53,6,2,7.25,3.0
2012.0,DT Christian,240,169,9,7,8.52,1.29
2012.0,DW Steyn,290,289,18,12,6.02,1.5
2012.0,F du Plessis,16,6,0,1,16.0,0.0
2012.0,GB Hogg,262,220,10,9,7.15,1.11
2012.0,GJ Maxwell,22,19,2,2,6.95,1.0
2012.0,HV Patel,352,249,9,11,8.48,0.82
2012.0,Harbhajan Singh,389,335,6,16,6.97,0.38
2012.0,Harmeet Singh,196,141,7,7,8.34,1.0
2012.0,IK Pathan,477,366,10,17,7.82,0.59
2012.0,Iqbal Abdulla,147,134,4,8,6.58,0.5
2012.0,J Botha,304,251,9,11,7.27,0.82
2012.0,J Syed Mohammad,66,43,1,2,9.21,0.5
2012.0,J Theron,66,51,3,2,7.76,1.5
2012.0,JA Morkel,392,315,13,15,7.47,0.87
2012.0,JD Ryder,74,43,1,4,10.33,0.25
2012.0,JD Unadkat,32,18,0,1,10.67,0.0
2012.0,JEC Franklin,126,92,6,9,8.22,0.67
2012.0,JH Kallis,410,336,16,16,7.32,1.0
2012.0,JP Duminy,104,78,1,6,8.0,0.17
2012.0,JP Faulkner,74,49,3,2,9.06,1.5
2012.0,K Upadhyay,33,24,0,1,8.25,0.0
2012.0,KA Pollard,352,286,18,14,7.38,1.29
2012.0,KK Cooper,187,149,10,6,7.53,1.67
2012.0,KMDN Kulasekara,96,88,5,4,6.55,1.25
2012.0,KP Appanna,149,107,6,6,8.36,1.0
2012.0,KP Pietersen,53,40,1,3,7.95,0.33
