season,team,player,matches_played,batter,avg_runs_per_match,strike_rate
2021.0,Rajasthan Royals,JD Unadkat,3,JD Unadkat,13.67,128.12
2021.0,Rajasthan Royals,LS Livingstone,5,LS Livingstone,8.4,97.67
2021.0,Rajasthan Royals,M Vohra,4,M Vohra,10.5,105.0
2021.0,Rajasthan Royals,MK Lomror,4,MK Lomror,23.5,123.68
2021.0,Rajasthan Royals,Mustafizur Rahman,3,Mustafizur Rahman,2.67,57.14
2021.0,Rajasthan Royals,R Parag,10,R Parag,9.3,110.71
2021.0,Rajasthan Royals,R Tewatia,11,R Tewatia,14.09,101.97
2021.0,Rajasthan Royals,S Dube,9,S Dube,25.56,112.2
2021.0,Rajasthan Royals,SV Samson,14,SV Samson,34.57,130.11
2021.0,Rajasthan Royals,YBK Jaiswal,10,YBK Jaiswal,24.9,148.21
2021.0,Royal Challengers Bangalore,AB de Villiers,14,AB de Villiers,22.36,145.58
2021.0,Royal Challengers Bangalore,D Padikkal,14,D Padikkal,29.36,120.18
2021.0,Royal Challengers Bangalore,DT Christian,7,DT Christian,2.0,58.33
2021.0,Royal Challengers Bangalore,GJ Maxwell,14,GJ Maxwell,36.64,137.53
2021.0,Royal Challengers Bangalore,HV Patel,7,HV Patel,8.43,122.92
2021.0,Royal Challengers Bangalore,KA Jamieson,7,KA Jamieson,9.29,118.18
2021.0,Royal Challengers Bangalore,KS Bharat,6,KS Bharat,31.83,118.63
2021.0,Royal Challengers Bangalore,Mohammed Siraj,4,Mohammed Siraj,5.0,76.92
2021.0,Royal Challengers Bangalore,RM Patidar,4,RM Patidar,17.75,109.23
2021.0,Royal Challengers Bangalore,Shahbaz Ahmed,7,Shahbaz Ahmed,8.43,107.27
2021.0,Royal Challengers Bangalore,V Kohli,15,V Kohli,27.0,116.71
2021.0,Royal Challengers Bangalore,Washington Sundar,4,Washington Sundar,7.75,64.58
2021.0,Sunrisers Hyderabad,Abdul Samad,10,Abdul Samad,11.1,124.72
2021.0,Sunrisers Hyderabad,Abhishek Sharma,7,Abhishek Sharma,14.0,125.64
2021.0,Sunrisers Hyderabad,B Kumar,7,B Kumar,4.86,106.25
2021.0,Sunrisers Hyderabad,DA Warner,8,DA Warner,24.62,103.14
2021.0,Sunrisers Hyderabad,JJ Roy,5,JJ Roy,30.0,120.0
2021.0,Sunrisers Hyderabad,JM Bairstow,7,JM Bairstow,35.43,138.55
2021.0,Sunrisers Hyderabad,JO Holder,7,JO Holder,12.14,116.44
2021.0,Sunrisers Hyderabad,KM Jadhav,5,KM Jadhav,11.0,100.0
2021.0,Sunrisers Hyderabad,KS Williamson,10,KS Williamson,27.0,108.0
2021.0,Sunrisers Hyderabad,MK Pandey,8,MK Pandey,36.5,118.7
2021.0,Sunrisers Hyderabad,Mohammad Nabi,3,Mohammad Nabi,11.33,154.55
2021.0,Sunrisers Hyderabad,PK Garg,5,PK Garg,14.4,96.0
2021.0,Sunrisers Hyderabad,Rashid Khan,10,Rashid Khan,8.3,116.9
2021.0,Sunrisers Hyderabad,V Shankar,5,V Shankar,11.6,111.54
2021.0,Sunrisers Hyderabad,WP Saha,9,WP Saha,14.56,90.97
2022.0,Chennai Super Kings,AT Rayudu,11,AT Rayudu,24.91,119.13
2022.0,Chennai Super Kings,D Pretorius,5,D Pretorius,8.8,157.14
2022.0,Chennai Super Kings,DJ Bravo,6,DJ Bravo,3.83,88.46
2022.0,Chennai Super Kings,DP Conway,7,DP Conway,36.0,143.18
2022.0,Chennai Super Kings,MJ Santner,4,MJ Santner,5.5,73.33
2022.0,Chennai Super Kings,MM Ali,10,MM Ali,24.4,133.33
2022.0,Chennai Super Kings,MS Dhoni,12,MS Dhoni,19.33,117.17
2022.0,Chennai Super Kings,RA Jadeja,10,RA Jadeja,11.6,110.48
2022.0,Chennai Super Kings,RD Gaikwad,14,RD Gaikwad,26.29,123.49
2022.0,Chennai Super Kings,RV Uthappa,11,RV Uthappa,20.91,127.07
2022.0,Chennai Super Kings,S Dube,11,S Dube,26.27,148.97
2022.0,Chennai Super Kings,Simarjeet Singh,3,Simarjeet Singh,2.33,87.5
2022.0,Delhi Capitals,AR Patel,10,AR Patel,18.2,149.18
2022.0,Delhi Capitals,DA Warner,12,DA Warner,36.0,143.52
2022.0,Delhi Capitals,Kuldeep Yadav,7,Kuldeep Yadav,6.86,88.89
2022.0,Delhi Capitals,Lalit Yadav,8,Lalit Yadav,20.12,105.92
2022.0,Delhi Capitals,MR Marsh,8,MR Marsh,31.38,130.73
2022.0,Delhi Capitals,Mandeep Singh,3,Mandeep Singh,6.0,75.0
2022.0,Delhi Capitals,PP Shaw,10,PP Shaw,28.3,146.63
2022.0,Delhi Capitals,R Powell,12,R Powell,20.83,143.68
2022.0,Delhi Capitals,RR Pant,13,RR Pant,26.15,145.3
2022.0,Delhi Capitals,SN Khan,5,SN Khan,18.2,131.88
2022.0,Delhi Capitals,SN Thakur,10,SN Thakur,12.0,133.33
2022.0,Gujarat Titans,A Manohar,7,A Manohar,15.43,136.71
2022.0,Gujarat Titans,AS Joseph,3,AS Joseph,1.67,71.43
2022.0,Gujarat Titans,B Sai Sudharsan,5,B Sai Sudharsan,29.0,122.88
2022.0,Gujarat Titans,DA Miller,16,DA Miller,30.06,138.22
2022.0,Gujarat Titans,HH Pandya,15,HH Pandya,32.47,125.84
2022.0,Gujarat Titans,MS Wade,10,MS Wade,15.7,108.28
2022.0,Gujarat Titans,R Tewatia,12,R Tewatia,18.08,139.1
2022.0,Gujarat Titans,Rashid Khan,8,Rashid Khan,11.38,206.82
2022.0,Gujarat Titans,Shubman Gill,16,Shubman Gill,30.19,129.14
2022.0,Gujarat Titans,V Shankar,4,V Shankar,4.75,52.78
2022.0,Gujarat Titans,WP Saha,11,WP Saha,28.82,119.17
2022.0,Kolkata Knight Riders,AD Russell,12,AD Russell,27.92,167.5
2022.0,Kolkata Knight Riders,AJ Finch,5,AJ Finch,17.2,122.86
2022.0,Kolkata Knight Riders,AM Rahane,7,AM Rahane,19.0,101.53
2022.0,Kolkata Knight Riders,B Indrajith,3,B Indrajith,7.0,67.74
2022.0,Kolkata Knight Riders,CV Varun,3,CV Varun,4.0,66.67
2022.0,Kolkata Knight Riders,N Rana,14,N Rana,25.79,139.38
2022.0,Kolkata Knight Riders,PJ Cummins,5,PJ Cummins,12.6,262.5
2022.0,Kolkata Knight Riders,RK Singh,7,RK Singh,24.86,139.2
2022.0,Kolkata Knight Riders,SP Jackson,5,SP Jackson,4.6,88.46
2022.0,Kolkata Knight Riders,SP Narine,9,SP Narine,7.89,177.5
2022.0,Kolkata Knight Riders,SS Iyer,14,SS Iyer,28.64,129.35
2022.0,Kolkata Knight Riders,SW Billings,8,SW Billings,21.12,118.18
2022.0,Kolkata Knight Riders,Shivam Mavi,3,Shivam Mavi,1.0,37.5
2022.0,Kolkata Knight Riders,TG Southee,5,TG Southee,0.4,16.67
2022.0,Kolkata Knight Riders,UT Yadav,7,UT Yadav,7.86,134.15
2022.0,Kolkata Knight Riders,VR Iyer,12,VR Iyer,15.17,104.0
2022.0,Lucknow Super Giants,A Badoni,11,A Badoni,14.64,115.83
2022.0,Lucknow Super Giants,Avesh Khan,4,Avesh Khan,5.5,169.23
2022.0,Lucknow Super Giants,DJ Hooda,14,DJ Hooda,32.21,132.65
2022.0,Lucknow Super Giants,E Lewis,5,E Lewis,14.6,121.67
2022.0,Lucknow Super Giants,JO Holder,8,JO Holder,7.25,126.09
2022.0,Lucknow Super Giants,KH Pandya,13,KH Pandya,14.08,122.0
2022.0,Lucknow Super Giants,KL Rahul,14,KL Rahul,44.0,130.51
2022.0,Lucknow Super Giants,MK Pandey,6,MK Pandey,14.67,104.76
2022.0,Lucknow Super Giants,MP Stoinis,10,MP Stoinis,15.6,134.48
2022.0,Lucknow Super Giants,Mohsin Khan,3,Mohsin Khan,7.67,121.05
2022.0,Lucknow Super Giants,PVD Chameera,7,PVD Chameera,6.14,134.38
2022.0,Lucknow Super Giants,Q de Kock,15,Q de Kock,33.87,145.14
2022.0,Mumbai Indians,D Brevis,7,D Brevis,23.0,138.79
2022.0,Mumbai Indians,DR Sams,10,DR Sams,3.8,95.0
2022.0,Mumbai Indians,Ishan Kishan,14,Ishan Kishan,29.86,117.75
2022.0,Mumbai Indians,JD Unadkat,5,JD Unadkat,11.8,159.46
2022.0,Mumbai Indians,JJ Bumrah,4,JJ Bumrah,0.0,0.0
2022.0,Mumbai Indians,KA Pollard,11,KA Pollard,13.09,98.63
2022.0,Mumbai Indians,M Ashwin,4,M Ashwin,3.0,85.71
2022.0,Mumbai Indians,RG Sharma,14,RG Sharma,19.14,114.53
2022.0,Mumbai Indians,Ramandeep Singh,4,Ramandeep Singh,11.25,107.14
2022.0,Mumbai Indians,SA Yadav,8,SA Yadav,37.88,144.29
2022.0,Mumbai Indians,TH David,8,TH David,23.25,204.4
2022.0,Mumbai Indians,Tilak Varma,14,Tilak Varma,28.36,126.84
2022.0,Punjab Kings,Arshdeep Singh,6,Arshdeep Singh,3.5,70.0
2022.0,Punjab Kings,Harpreet Brar,3,Harpreet Brar,7.33,88.0
2022.0,Punjab Kings,JM Bairstow,11,JM Bairstow,23.0,140.56
2022.0,Punjab Kings,JM Sharma,10,JM Sharma,23.4,157.05
2022.0,Punjab Kings,K Rabada,7,K Rabada,6.86,102.13
2022.0,Punjab Kings,LS Livingstone,14,LS Livingstone,31.21,167.43
2022.0,Punjab Kings,M Shahrukh Khan,8,M Shahrukh Khan,14.62,99.15
2022.0,Punjab Kings,MA Agarwal,12,MA Agarwal,16.33,117.37
2022.0,Punjab Kings,OF Smith,6,OF Smith,8.5,102.0
2022.0,Punjab Kings,PBB Rajapaksa,9,PBB Rajapaksa,22.89,150.36
2022.0,Punjab Kings,R Dhawan,4,R Dhawan,9.25,90.24
2022.0,Punjab Kings,RD Chahar,8,RD Chahar,9.62,110.0
2022.0,Punjab Kings,S Dhawan,14,S Dhawan,32.86,116.46
2022.0,Punjab Kings,VG Arora,4,VG Arora,1.25,35.71
2022.0,Rajasthan Royals,D Padikkal,17,D Padikkal,22.12,118.61
2022.0,Rajasthan Royals,HE van der Dussen,3,HE van der Dussen,7.33,88.0
2022.0,Rajasthan Royals,JC Buttler,17,JC Buttler,50.76,144.8
2022.0,Rajasthan Royals,R Ashwin,12,R Ashwin,15.92,136.43
2022.0,Rajasthan Royals,R Parag,14,R Parag,13.07,134.56
2022.0,Rajasthan Royals,SO Hetmyer,15,SO Hetmyer,20.93,142.08
2022.0,Rajasthan Royals,SV Samson,17,SV Samson,26.94,142.68
2022.0,Rajasthan Royals,TA Boult,7,TA Boult,5.71,133.33
2022.0,Rajasthan Royals,YBK Jaiswal,10,YBK Jaiswal,25.8,130.3
2022.0,Royal Challengers Bangalore,Anuj Rawat,8,Anuj Rawat,16.12,104.88
2022.0,Royal Challengers Bangalore,F du Plessis,16,F du Plessis,29.25,124.14
2022.0,Royal Challengers Bangalore,GJ Maxwell,13,GJ Maxwell,23.15,163.59
2022.0,Royal Challengers Bangalore,HV Patel,7,HV Patel,6.14,102.38
2022.0,Royal Challengers Bangalore,JR Hazlewood,5,JR Hazlewood,3.6,66.67
2022.0,Royal Challengers Bangalore,KD Karthik,16,KD Karthik,20.62,175.53
2022.0,Royal Challengers Bangalore,MK Lomror,5,MK Lomror,17.2,143.33
2022.0,Royal Challengers Bangalore,Mohammed Siraj,4,Mohammed Siraj,7.5,90.91
2022.0,Royal Challengers Bangalore,PWH de Silva,7,PWH de Silva,5.43,79.17
2022.0,Royal Challengers Bangalore,RM Patidar,7,RM Patidar,47.57,143.53
2022.0,Royal Challengers Bangalore,SS Prabhudessai,5,SS Prabhudessai,13.4,108.06
2022.0,Royal Challengers Bangalore,Shahbaz Ahmed,11,Shahbaz Ahmed,19.91,111.17
2022.0,Royal Challengers Bangalore,V Kohli,16,V Kohli,21.31,111.44
2022.0,Sunrisers Hyderabad,AK Markram,12,AK Markram,31.75,137.55
2022.0,Sunrisers Hyderabad,Abhishek Sharma,14,Abhishek Sharma,30.43,129.48
2022.0,Sunrisers Hyderabad,B Kumar,6,B Kumar,4.0,85.71
2022.0,Sunrisers Hyderabad,KS Williamson,12,KS Williamson,18.0,91.91
2022.0,Sunrisers Hyderabad,N Pooran,13,N Pooran,23.54,134.21
2022.0,Sunrisers Hyderabad,R Shepherd,3,R Shepherd,19.33,134.88
2022.0,Sunrisers Hyderabad,RA Tripathi,14,RA Tripathi,29.5,152.4
2022.0,Sunrisers Hyderabad,Shashank Singh,5,Shashank Singh,13.8,146.81
2022.0,Sunrisers Hyderabad,Umran Malik,4,Umran Malik,1.0,50.0
2022.0,Sunrisers Hyderabad,Washington Sundar,7,Washington Sundar,14.43,132.89
2023.0,Chennai Super Kings,AM Rahane,11,AM Rahane,29.64,168.91
2023.0,Chennai Super Kings,AT Rayudu,12,AT Rayudu,13.17,137.39
2023.0,Chennai Super Kings,DP Conway,15,DP Conway,44.8,136.31
2023.0,Chennai Super Kings,MM Ali,10,MM Ali,12.4,134.78
2023.0,Chennai Super Kings,MS Dhoni,12,MS Dhoni,8.67,165.08
2023.0,Chennai Super Kings,RA Jadeja,12,RA Jadeja,15.83,137.68
2023.0,Chennai Super Kings,RD Gaikwad,15,RD Gaikwad,39.33,143.55
2023.0,Chennai Super Kings,S Dube,14,S Dube,29.86,150.9
2023.0,Delhi Capitals,A Nortje,7,A Nortje,5.29,127.59
2023.0,Delhi Capitals,AR Patel,13,AR Patel,21.77,131.02
2023.0,Delhi Capitals,Abishek Porel,4,Abishek Porel,8.25,106.45
2023.0,Delhi Capitals,Aman Hakim Khan,9,Aman Hakim Khan,12.22,103.77
2023.0,Delhi Capitals,DA Warner,14,DA Warner,36.86,127.09
2023.0,Delhi Capitals,Kuldeep Yadav,10,Kuldeep Yadav,3.1,62.0
2023.0,Delhi Capitals,Lalit Yadav,6,Lalit Yadav,11.0,106.45
2023.0,Delhi Capitals,MK Pandey,9,MK Pandey,17.78,107.38
2023.0,Delhi Capitals,MR Marsh,9,MR Marsh,14.22,131.96
2023.0,Delhi Capitals,Mukesh Kumar,3,Mukesh Kumar,2.33,70.0
2023.0,Delhi Capitals,PD Salt,9,PD Salt,24.22,161.48
2023.0,Delhi Capitals,PP Shaw,8,PP Shaw,13.25,117.78
2023.0,Delhi Capitals,R Powell,3,R Powell,2.33,77.78
2023.0,Delhi Capitals,RR Rossouw,9,RR Rossouw,23.22,141.22
2023.0,Delhi Capitals,RV Patel,4,RV Patel,12.25,111.36
2023.0,Delhi Capitals,SN Khan,4,SN Khan,13.25,85.48
2023.0,Delhi Capitals,YV Dhull,3,YV Dhull,5.33,69.57
2023.0,Gujarat Titans,A Manohar,6,A Manohar,19.0,132.56
2023.0,Gujarat Titans,B Sai Sudharsan,8,B Sai Sudharsan,45.25,137.12
2023.0,Gujarat Titans,DA Miller,13,DA Miller,19.92,140.76
2023.0,Gujarat Titans,HH Pandya,15,HH Pandya,23.07,136.22
2023.0,Gujarat Titans,MD Shanaka,3,MD Shanaka,8.67,100.0
2023.0,Gujarat Titans,Noor Ahmad,3,Noor Ahmad,2.67,88.89
2023.0,Gujarat Titans,R Tewatia,10,R Tewatia,8.7,142.62
2023.0,Gujarat Titans,Rashid Khan,9,Rashid Khan,14.44,196.97
2023.0,Gujarat Titans,Shubman Gill,17,Shubman Gill,52.35,152.92
2023.0,Gujarat Titans,V Shankar,10,V Shankar,30.1,151.26
2023.0,Gujarat Titans,WP Saha,17,WP Saha,21.82,124.92
2023.0,Kolkata Knight Riders,AD Russell,14,AD Russell,16.21,140.12
2023.0,Kolkata Knight Riders,AS Roy,4,AS Roy,5.75,121.05
2023.0,Kolkata Knight Riders,D Wiese,3,D Wiese,7.0,190.91
2023.0,Kolkata Knight Riders,JJ Roy,8,JJ Roy,35.62,145.41
2023.0,Kolkata Knight Riders,Mandeep Singh,3,Mandeep Singh,4.67,87.5
2023.0,Kolkata Knight Riders,N Jagadeesan,6,N Jagadeesan,14.83,105.95
2023.0,Kolkata Knight Riders,N Rana,14,N Rana,29.5,136.3
2023.0,Kolkata Knight Riders,RK Singh,14,RK Singh,33.86,142.34
2023.0,Kolkata Knight Riders,Rahmanullah Gurbaz,11,Rahmanullah Gurbaz,20.64,127.53
2023.0,Kolkata Knight Riders,SN Thakur,9,SN Thakur,12.56,156.94
2023.0,Kolkata Knight Riders,SP Narine,10,SP Narine,2.1,75.0
2023.0,Kolkata Knight Riders,UT Yadav,5,UT Yadav,3.8,95.0
2023.0,Kolkata Knight Riders,VR Iyer,14,VR Iyer,28.86,140.28
2023.0,Lucknow Super Giants,A Badoni,11,A Badoni,16.27,118.54
2023.0,Lucknow Super Giants,DJ Hooda,12,DJ Hooda,7.0,90.32
2023.0,Lucknow Super Giants,K Gowtham,6,K Gowtham,10.0,146.34
2023.0,Lucknow Super Giants,KH Pandya,13,KH Pandya,14.46,109.94
2023.0,Lucknow Super Giants,KL Rahul,9,KL Rahul,30.44,110.93
2023.0,Lucknow Super Giants,KR Mayers,12,KR Mayers,30.42,140.93
2023.0,Lucknow Super Giants,MP Stoinis,14,MP Stoinis,28.71,145.13
2023.0,Lucknow Super Giants,N Pooran,14,N Pooran,24.14,181.72
2023.0,Lucknow Super Giants,Naveen-ul-Haq,3,Naveen-ul-Haq,5.33,72.73
2023.0,Lucknow Super Giants,PN Mankad,4,PN Mankad,23.25,125.68
2023.0,Lucknow Super Giants,Q de Kock,4,Q de Kock,35.75,138.83
2023.0,Lucknow Super Giants,Ravi Bishnoi,7,Ravi Bishnoi,2.86,71.43
2023.0,Mumbai Indians,Arshad Khan,3,Arshad Khan,6.0,120.0
2023.0,Mumbai Indians,C Green,16,C Green,28.25,157.49
2023.0,Mumbai Indians,HR Shokeen,3,HR Shokeen,7.67,121.05
2023.0,Mumbai Indians,Ishan Kishan,15,Ishan Kishan,30.27,139.69
2023.0,Mumbai Indians,N Wadhera,10,N Wadhera,24.1,140.94
2023.0,Mumbai Indians,PP Chawla,4,PP Chawla,6.25,113.64
2023.0,Mumbai Indians,RG Sharma,16,RG Sharma,20.75,128.68
2023.0,Mumbai Indians,SA Yadav,16,SA Yadav,37.81,177.94
2023.0,Mumbai Indians,TH David,15,TH David,15.4,149.03
2023.0,Mumbai Indians,Tilak Varma,11,Tilak Varma,31.18,151.77
2023.0,Mumbai Indians,Vishnu Vinod,3,Vishnu Vinod,12.33,115.62
2023.0,Punjab Kings,Atharva Taide,7,Atharva Taide,26.57,136.76
2023.0,Punjab Kings,Harpreet Brar,8,Harpreet Brar,6.5,123.81
2023.0,Punjab Kings,Harpreet Singh,3,Harpreet Singh,25.33,128.81
2023.0,Punjab Kings,JM Sharma,14,JM Sharma,22.07,150.73
2023.0,Punjab Kings,LS Livingstone,9,LS Livingstone,31.0,159.43
2023.0,Punjab Kings,M Shahrukh Khan,12,M Shahrukh Khan,13.0,156.0
2023.0,Punjab Kings,MW Short,6,MW Short,19.5,118.18
2023.0,Punjab Kings,P Simran Singh,14,P Simran Singh,25.57,146.12
2023.0,Punjab Kings,PBB Rajapaksa,4,PBB Rajapaksa,17.75,110.94
2023.0,Punjab Kings,S Dhawan,11,S Dhawan,33.91,135.64
2023.0,Punjab Kings,SM Curran,13,SM Curran,21.23,129.58
2023.0,Punjab Kings,Sikandar Raza,7,Sikandar Raza,19.86,133.65
2023.0,Rajasthan Royals,A Zampa,3,A Zampa,3.33,58.82
2023.0,Rajasthan Royals,D Padikkal,11,D Padikkal,23.73,126.7
2023.0,Rajasthan Royals,Dhruv Jurel,11,Dhruv Jurel,13.82,163.44
2023.0,Rajasthan Royals,JC Buttler,14,JC Buttler,28.0,131.54
2023.0,Rajasthan Royals,JO Holder,3,JO Holder,4.0,100.0
2023.0,Rajasthan Royals,R Ashwin,9,R Ashwin,7.44,121.82
2023.0,Rajasthan Royals,R Parag,7,R Parag,11.14,114.71
2023.0,Rajasthan Royals,SO Hetmyer,13,SO Hetmyer,23.0,145.85
2023.0,Rajasthan Royals,SV Samson,14,SV Samson,25.86,150.83
2023.0,Rajasthan Royals,TA Boult,4,TA Boult,4.0,94.12
2023.0,Rajasthan Royals,YBK Jaiswal,14,YBK Jaiswal,44.64,157.43
2023.0,Royal Challengers Bangalore,Anuj Rawat,7,Anuj Rawat,13.0,126.39
2023.0,Royal Challengers Bangalore,DJ Willey,3,DJ Willey,11.67,109.38
2023.0,Royal Challengers Bangalore,F du Plessis,14,F du Plessis,52.14,151.14
2023.0,Royal Challengers Bangalore,GJ Maxwell,14,GJ Maxwell,28.57,177.78
2023.0,Royal Challengers Bangalore,KD Karthik,13,KD Karthik,10.77,132.08
2023.0,Royal Challengers Bangalore,MG Bracewell,4,MG Bracewell,14.5,118.37
2023.0,Royal Challengers Bangalore,MK Lomror,10,MK Lomror,13.5,133.66
2023.0,Royal Challengers Bangalore,PWH de Silva,5,PWH de Silva,6.6,110.0
2023.0,Royal Challengers Bangalore,SS Prabhudessai,4,SS Prabhudessai,8.75,109.38
2023.0,Royal Challengers Bangalore,Shahbaz Ahmed,6,Shahbaz Ahmed,7.0,102.44
2023.0,Royal Challengers Bangalore,V Kohli,14,V Kohli,45.64,135.1
2023.0,Sunrisers Hyderabad,AK Markram,13,AK Markram,19.08,124.0
2023.0,Sunrisers Hyderabad,Abdul Samad,8,Abdul Samad,21.12,129.01
2023.0,Sunrisers Hyderabad,Abhishek Sharma,11,Abhishek Sharma,20.55,136.14
2023.0,Sunrisers Hyderabad,Anmolpreet Singh,4,Anmolpreet Singh,26.25,126.51
2023.0,Sunrisers Hyderabad,B Kumar,5,B Kumar,8.4,85.71
2023.0,Sunrisers Hyderabad,GD Phillips,5,GD Phillips,7.8,177.27
2023.0,Sunrisers Hyderabad,H Klaasen,11,H Klaasen,40.73,170.99
2023.0,Sunrisers Hyderabad,HC Brook,11,HC Brook,17.27,119.5
2023.0,Sunrisers Hyderabad,M Jansen,6,M Jansen,6.5,86.67
2023.0,Sunrisers Hyderabad,M Markande,3,M Markande,7.0,150.0
2023.0,Sunrisers Hyderabad,MA Agarwal,10,MA Agarwal,27.0,123.29
2023.0,Sunrisers Hyderabad,RA Tripathi,13,RA Tripathi,21.0,125.81
2023.0,Sunrisers Hyderabad,Washington Sundar,5,Washington Sundar,12.0,96.77
2024.0,Chennai Super Kings,AM Rahane,12,AM Rahane,20.17,121.0
2024.0,Chennai Super Kings,DJ Mitchell,13,DJ Mitchell,24.46,139.47
2024.0,Chennai Super Kings,MJ Santner,3,MJ Santner,4.67,77.78
2024.0,Chennai Super Kings,MM Ali,5,MM Ali,25.6,121.9
2024.0,Chennai Super Kings,MS Dhoni,11,MS Dhoni,14.64,196.34
2024.0,Chennai Super Kings,R Ravindra,10,R Ravindra,22.2,152.05
2024.0,Chennai Super Kings,RA Jadeja,11,RA Jadeja,24.27,139.79
2024.0,Chennai Super Kings,RD Gaikwad,14,RD Gaikwad,41.64,137.18
2024.0,Chennai Super Kings,S Dube,14,S Dube,28.29,152.9
2024.0,Chennai Super Kings,SN Thakur,3,SN Thakur,7.0,116.67
2024.0,Chennai Super Kings,Sameer Rizvi,5,Sameer Rizvi,10.2,118.6
2024.0,Delhi Capitals,AR Patel,12,AR Patel,19.58,128.42
2024.0,Delhi Capitals,Abishek Porel,12,Abishek Porel,27.25,153.52
2024.0,Delhi Capitals,DA Warner,8,DA Warner,21.0,129.23
2024.0,Delhi Capitals,J Fraser-McGurk,9,J Fraser-McGurk,36.67,220.0
2024.0,Delhi Capitals,Kuldeep Yadav,5,Kuldeep Yadav,9.4,106.82
2024.0,Delhi Capitals,Kumar Kushagra,3,Kumar Kushagra,1.0,42.86
2024.0,Delhi Capitals,MR Marsh,4,MR Marsh,15.25,148.78
2024.0,Delhi Capitals,PP Shaw,8,PP Shaw,24.75,158.4
2024.0,Delhi Capitals,RR Pant,13,RR Pant,34.31,150.68
2024.0,Delhi Capitals,Rasikh Salam,4,Rasikh Salam,7.0,93.33
2024.0,Delhi Capitals,SD Hope,9,SD Hope,20.33,146.4
2024.0,Delhi Capitals,Sumit Kumar,3,Sumit Kumar,6.0,69.23
2024.0,Delhi Capitals,T Stubbs,13,T Stubbs,29.08,185.29
2024.0,Gujarat Titans,Azmatullah Omarzai,4,Azmatullah Omarzai,10.5,123.53
2024.0,Gujarat Titans,B Sai Sudharsan,12,B Sai Sudharsan,43.92,135.82
2024.0,Gujarat Titans,DA Miller,9,DA Miller,23.33,140.94
2024.0,Gujarat Titans,M Shahrukh Khan,7,M Shahrukh Khan,18.14,164.94
2024.0,Gujarat Titans,R Tewatia,9,R Tewatia,20.89,135.25
2024.0,Gujarat Titans,Rashid Khan,8,Rashid Khan,12.75,136.0
2024.0,Gujarat Titans,SH Johnson,3,SH Johnson,2.0,85.71
2024.0,Gujarat Titans,Shubman Gill,12,Shubman Gill,35.5,144.41
2024.0,Gujarat Titans,V Shankar,7,V Shankar,11.86,110.67
2024.0,Gujarat Titans,WP Saha,9,WP Saha,15.11,113.33
2024.0,Kolkata Knight Riders,A Raghuvanshi,7,A Raghuvanshi,23.29,149.54
2024.0,Kolkata Knight Riders,AD Russell,9,AD Russell,24.67,157.45
2024.0,Kolkata Knight Riders,MA Starc,5,MA Starc,1.8,81.82
2024.0,Kolkata Knight Riders,PD Salt,12,PD Salt,36.25,174.0
2024.0,Kolkata Knight Riders,RK Singh,11,RK Singh,15.27,143.59
2024.0,Kolkata Knight Riders,Ramandeep Singh,9,Ramandeep Singh,13.89,195.31
2024.0,Kolkata Knight Riders,SP Narine,14,SP Narine,34.86,167.12
2024.0,Kolkata Knight Riders,SS Iyer,14,SS Iyer,25.07,140.4
2024.0,Kolkata Knight Riders,VR Iyer,13,VR Iyer,28.46,155.46
2024.0,Lucknow Super Giants,A Badoni,12,A Badoni,19.58,130.56
2024.0,Lucknow Super Giants,Arshad Khan,3,Arshad Khan,26.0,150.0
2024.0,Lucknow Super Giants,D Padikkal,7,D Padikkal,5.43,63.33
2024.0,Lucknow Super Giants,DJ Hooda,9,DJ Hooda,16.11,135.51
2024.0,Lucknow Super Giants,KH Pandya,11,KH Pandya,12.09,118.75
2024.0,Lucknow Super Giants,KL Rahul,14,KL Rahul,37.14,130.65
2024.0,Lucknow Super Giants,MP Stoinis,14,MP Stoinis,27.71,142.65
2024.0,Lucknow Super Giants,N Pooran,14,N Pooran,35.64,168.58
2024.0,Lucknow Super Giants,Q de Kock,11,Q de Kock,22.73,128.87
2024.0,Lucknow Super Giants,Ravi Bishnoi,3,Ravi Bishnoi,1.33,66.67
2024.0,Mumbai Indians,D Brevis,3,D Brevis,23.0,115.0
2024.0,Mumbai Indians,G Coetzee,5,G Coetzee,2.8,63.64
2024.0,Mumbai Indians,HH Pandya,13,HH Pandya,16.62,140.26
2024.0,Mumbai Indians,Ishan Kishan,14,Ishan Kishan,22.86,144.14
2024.0,Mumbai Indians,JJ Bumrah,4,JJ Bumrah,3.0,100.0
2024.0,Mumbai Indians,Mohammad Nabi,5,Mohammad Nabi,7.0,112.9
2024.0,Mumbai Indians,N Wadhera,6,N Wadhera,18.17,121.11
2024.0,Mumbai Indians,Naman Dhir,7,Naman Dhir,20.0,166.67
2024.0,Mumbai Indians,PP Chawla,6,PP Chawla,2.5,100.0
2024.0,Mumbai Indians,R Shepherd,5,R Shepherd,11.4,237.5
2024.0,Mumbai Indians,RG Sharma,14,RG Sharma,29.79,142.32
2024.0,Mumbai Indians,SA Yadav,11,SA Yadav,31.36,165.07
2024.0,Mumbai Indians,TH David,11,TH David,21.91,143.45
2024.0,Mumbai Indians,Tilak Varma,13,Tilak Varma,32.0,142.96
2024.0,Punjab Kings,Ashutosh Sharma,9,Ashutosh Sharma,21.0,160.17
2024.0,Punjab Kings,HV Patel,4,HV Patel,3.25,68.42
