season,team,player,matches_played,batter,avg_runs_per_match,strike_rate
2014.0,Kings XI Punjab,R Dhawan,6,R Dhawan,13.67,109.33
2014.0,Kings XI Punjab,V Sehwag,17,V Sehwag,26.76,136.23
2014.0,Kings XI Punjab,WP Saha,13,WP Saha,27.85,141.96
2014.0,Kolkata Knight Riders,G Gambhir,16,G Gambhir,20.94,111.3
2014.0,Kolkata Knight Riders,JH Kallis,7,JH Kallis,21.57,115.27
2014.0,Kolkata Knight Riders,MK Pandey,16,MK Pandey,25.56,113.93
2014.0,Kolkata Knight Riders,PP Chawla,5,PP Chawla,6.2,155.0
2014.0,Kolkata Knight Riders,RN ten Doeschate,6,RN ten Doeschate,8.67,157.58
2014.0,Kolkata Knight Riders,RV Uthappa,16,RV Uthappa,41.25,136.08
2014.0,Kolkata Knight Riders,SA Yadav,10,SA Yadav,16.4,133.33
2014.0,Kolkata Knight Riders,SP Narine,4,SP Narine,2.5,66.67
2014.0,Kolkata Knight Riders,Shakib Al Hasan,11,Shakib Al Hasan,20.82,143.12
2014.0,Kolkata Knight Riders,YK Pathan,12,YK Pathan,22.33,159.52
2014.0,Mumbai Indians,AP Tare,11,AP Tare,11.45,123.53
2014.0,Mumbai Indians,AT Rayudu,14,AT Rayudu,25.79,121.96
2014.0,Mumbai Indians,BR Dunk,3,BR Dunk,13.33,111.11
2014.0,Mumbai Indians,CJ Anderson,11,CJ Anderson,24.09,142.47
2014.0,Mumbai Indians,CM Gautam,9,CM Gautam,13.44,104.31
2014.0,Mumbai Indians,Harbhajan Singh,7,Harbhajan Singh,4.0,107.69
2014.0,Mumbai Indians,KA Pollard,15,KA Pollard,18.2,131.25
2014.0,Mumbai Indians,LMP Simmons,8,LMP Simmons,49.25,131.77
2014.0,Mumbai Indians,MEK Hussey,9,MEK Hussey,23.22,111.76
2014.0,Mumbai Indians,PP Ojha,3,PP Ojha,1.33,50.0
2014.0,Mumbai Indians,RG Sharma,15,RG Sharma,26.0,127.04
2014.0,Mumbai Indians,Z Khan,3,Z Khan,2.67,114.29
2014.0,Rajasthan Royals,AM Nayar,4,AM Nayar,10.75,86.0
2014.0,Rajasthan Royals,AM Rahane,12,AM Rahane,28.25,113.76
2014.0,Rajasthan Royals,BJ Hodge,4,BJ Hodge,25.25,136.49
2014.0,Rajasthan Royals,JP Faulkner,12,JP Faulkner,15.08,182.83
2014.0,Rajasthan Royals,KK Cooper,3,KK Cooper,13.0,139.29
2014.0,Rajasthan Royals,KK Nair,11,KK Nair,30.0,139.24
2014.0,Rajasthan Royals,R Bhatia,7,R Bhatia,9.57,121.82
2014.0,Rajasthan Royals,SPD Smith,7,SPD Smith,21.71,132.17
2014.0,Rajasthan Royals,SR Watson,13,SR Watson,18.92,120.0
2014.0,Rajasthan Royals,STR Binny,11,STR Binny,11.18,100.82
2014.0,Rajasthan Royals,SV Samson,13,SV Samson,26.08,121.07
2014.0,Royal Challengers Bangalore,AB Dinda,3,AB Dinda,1.33,30.77
2014.0,Royal Challengers Bangalore,AB de Villiers,13,AB de Villiers,30.38,154.9
2014.0,Royal Challengers Bangalore,CH Gayle,9,CH Gayle,21.78,104.26
2014.0,Royal Challengers Bangalore,HV Patel,3,HV Patel,4.33,185.71
2014.0,Royal Challengers Bangalore,JA Morkel,5,JA Morkel,9.0,109.76
2014.0,Royal Challengers Bangalore,MA Starc,8,MA Starc,10.62,101.19
2014.0,Royal Challengers Bangalore,PA Patel,12,PA Patel,17.08,107.33
2014.0,Royal Challengers Bangalore,RR Rossouw,3,RR Rossouw,13.0,95.12
2014.0,Royal Challengers Bangalore,S Rana,7,S Rana,10.43,110.61
2014.0,Royal Challengers Bangalore,V Kohli,14,V Kohli,25.64,119.27
2014.0,Royal Challengers Bangalore,VR Aaron,3,VR Aaron,11.67,102.94
2014.0,Royal Challengers Bangalore,YV Takawale,5,YV Takawale,20.8,113.04
2014.0,Royal Challengers Bangalore,Yuvraj Singh,14,Yuvraj Singh,26.86,130.56
2014.0,Sunrisers Hyderabad,AJ Finch,13,AJ Finch,23.77,115.3
2014.0,Sunrisers Hyderabad,DA Warner,14,DA Warner,37.71,136.79
2014.0,Sunrisers Hyderabad,DJG Sammy,9,DJG Sammy,12.0,111.34
2014.0,Sunrisers Hyderabad,DW Steyn,3,DW Steyn,7.33,84.62
2014.0,Sunrisers Hyderabad,IK Pathan,6,IK Pathan,9.17,94.83
2014.0,Sunrisers Hyderabad,KL Rahul,8,KL Rahul,20.75,100.0
2014.0,Sunrisers Hyderabad,KV Sharma,8,KV Sharma,5.25,140.0
2014.0,Sunrisers Hyderabad,NV Ojha,10,NV Ojha,23.2,136.47
2014.0,Sunrisers Hyderabad,S Dhawan,14,S Dhawan,26.93,113.55
2014.0,Sunrisers Hyderabad,Y Venugopal Rao,5,Y Venugopal Rao,14.2,109.23
2015.0,Chennai Super Kings,A Nehra,4,A Nehra,0.25,14.29
2015.0,Chennai Super Kings,BB McCullum,14,BB McCullum,31.14,148.81
2015.0,Chennai Super Kings,DJ Bravo,13,DJ Bravo,15.0,129.14
2015.0,Chennai Super Kings,DR Smith,16,DR Smith,24.94,117.01
2015.0,Chennai Super Kings,F du Plessis,15,F du Plessis,25.33,119.87
2015.0,Chennai Super Kings,MEK Hussey,4,MEK Hussey,19.25,105.48
2015.0,Chennai Super Kings,MM Sharma,5,MM Sharma,5.6,155.56
2015.0,Chennai Super Kings,MS Dhoni,17,MS Dhoni,21.88,120.39
2015.0,Chennai Super Kings,P Negi,9,P Negi,12.89,150.65
2015.0,Chennai Super Kings,R Ashwin,6,R Ashwin,8.67,152.94
2015.0,Chennai Super Kings,RA Jadeja,11,RA Jadeja,12.0,103.12
2015.0,Chennai Super Kings,SK Raina,17,SK Raina,22.0,117.24
2015.0,Delhi Daredevils,A Mishra,4,A Mishra,2.0,61.54
2015.0,Delhi Daredevils,AD Mathews,9,AD Mathews,15.89,134.91
2015.0,Delhi Daredevils,JA Morkel,3,JA Morkel,28.67,122.86
2015.0,Delhi Daredevils,JP Duminy,12,JP Duminy,28.92,122.61
2015.0,Delhi Daredevils,KM Jadhav,11,KM Jadhav,17.18,133.1
2015.0,Delhi Daredevils,MA Agarwal,10,MA Agarwal,21.3,113.9
2015.0,Delhi Daredevils,NM Coulter-Nile,5,NM Coulter-Nile,4.0,100.0
2015.0,Delhi Daredevils,SS Iyer,13,SS Iyer,32.23,122.87
2015.0,Delhi Daredevils,SS Tiwary,5,SS Tiwary,19.2,129.73
2015.0,Delhi Daredevils,Yuvraj Singh,12,Yuvraj Singh,19.75,113.94
2015.0,Kings XI Punjab,AR Patel,12,AR Patel,17.17,113.81
2015.0,Kings XI Punjab,Anureet Singh,6,Anureet Singh,3.0,58.06
2015.0,Kings XI Punjab,DA Miller,13,DA Miller,27.46,130.29
2015.0,Kings XI Punjab,GJ Bailey,12,GJ Bailey,21.58,132.14
2015.0,Kings XI Punjab,GJ Maxwell,11,GJ Maxwell,13.27,126.96
2015.0,Kings XI Punjab,Gurkeerat Singh,5,Gurkeerat Singh,7.0,85.37
2015.0,Kings XI Punjab,Karanveer Singh,3,Karanveer Singh,3.67,68.75
2015.0,Kings XI Punjab,M Vijay,11,M Vijay,22.82,107.73
2015.0,Kings XI Punjab,M Vohra,7,M Vohra,11.71,98.8
2015.0,Kings XI Punjab,MG Johnson,8,MG Johnson,3.88,81.58
2015.0,Kings XI Punjab,R Dhawan,4,R Dhawan,9.0,109.09
2015.0,Kings XI Punjab,SE Marsh,4,SE Marsh,23.25,143.08
2015.0,Kings XI Punjab,Sandeep Sharma,3,Sandeep Sharma,3.0,64.29
2015.0,Kings XI Punjab,V Sehwag,8,V Sehwag,12.38,111.24
2015.0,Kings XI Punjab,WP Saha,13,WP Saha,19.15,121.46
2015.0,Kolkata Knight Riders,AD Russell,11,AD Russell,29.64,186.29
2015.0,Kolkata Knight Riders,G Gambhir,13,G Gambhir,25.15,113.54
2015.0,Kolkata Knight Riders,J Botha,3,J Botha,10.33,206.67
2015.0,Kolkata Knight Riders,MK Pandey,12,MK Pandey,18.75,120.32
2015.0,Kolkata Knight Riders,PP Chawla,7,PP Chawla,7.71,110.2
2015.0,Kolkata Knight Riders,RN ten Doeschate,5,RN ten Doeschate,12.2,135.56
2015.0,Kolkata Knight Riders,RV Uthappa,13,RV Uthappa,28.0,126.83
2015.0,Kolkata Knight Riders,SA Yadav,13,SA Yadav,12.08,136.52
2015.0,Kolkata Knight Riders,Shakib Al Hasan,3,Shakib Al Hasan,12.0,112.5
2015.0,Kolkata Knight Riders,UT Yadav,3,UT Yadav,9.67,181.25
2015.0,Kolkata Knight Riders,YK Pathan,12,YK Pathan,26.0,128.4
2015.0,Mumbai Indians,AJ Finch,3,AJ Finch,7.67,69.7
2015.0,Mumbai Indians,AT Rayudu,14,AT Rayudu,20.07,144.1
2015.0,Mumbai Indians,CJ Anderson,4,CJ Anderson,28.5,116.33
2015.0,Mumbai Indians,HH Pandya,8,HH Pandya,14.0,164.71
2015.0,Mumbai Indians,Harbhajan Singh,9,Harbhajan Singh,13.0,144.44
2015.0,Mumbai Indians,J Suchith,5,J Suchith,9.6,145.45
2015.0,Mumbai Indians,KA Pollard,14,KA Pollard,29.93,155.19
2015.0,Mumbai Indians,LMP Simmons,13,LMP Simmons,41.54,118.68
2015.0,Mumbai Indians,MJ McClenaghan,3,MJ McClenaghan,4.33,216.67
2015.0,Mumbai Indians,PA Patel,14,PA Patel,24.21,132.94
2015.0,Mumbai Indians,RG Sharma,16,RG Sharma,30.12,142.18
2015.0,Mumbai Indians,UBT Chand,5,UBT Chand,20.4,114.61
2015.0,Rajasthan Royals,AM Rahane,13,AM Rahane,41.54,127.66
2015.0,Rajasthan Royals,CH Morris,7,CH Morris,10.86,161.7
2015.0,Rajasthan Royals,DJ Hooda,9,DJ Hooda,16.78,152.53
2015.0,Rajasthan Royals,JP Faulkner,11,JP Faulkner,13.09,124.14
2015.0,Rajasthan Royals,KK Nair,12,KK Nair,15.08,123.13
2015.0,Rajasthan Royals,SPD Smith,12,SPD Smith,24.83,130.7
2015.0,Rajasthan Royals,SR Watson,9,SR Watson,38.56,128.52
2015.0,Rajasthan Royals,STR Binny,8,STR Binny,9.25,107.25
2015.0,Rajasthan Royals,SV Samson,11,SV Samson,18.55,122.89
2015.0,Royal Challengers Bangalore,AB de Villiers,13,AB de Villiers,35.08,178.82
2015.0,Royal Challengers Bangalore,AN Ahmed,3,AN Ahmed,3.33,200.0
2015.0,Royal Challengers Bangalore,CH Gayle,12,CH Gayle,40.0,137.14
2015.0,Royal Challengers Bangalore,D Wiese,6,D Wiese,18.5,137.04
2015.0,Royal Challengers Bangalore,HV Patel,5,HV Patel,2.6,108.33
2015.0,Royal Challengers Bangalore,KD Karthik,10,KD Karthik,11.4,112.87
2015.0,Royal Challengers Bangalore,MA Starc,3,MA Starc,3.67,78.57
2015.0,Royal Challengers Bangalore,Mandeep Singh,7,Mandeep Singh,18.57,160.49
2015.0,Royal Challengers Bangalore,SN Khan,6,SN Khan,11.0,132.0
2015.0,Royal Challengers Bangalore,V Kohli,14,V Kohli,35.93,129.31
2015.0,Sunrisers Hyderabad,A Ashish Reddy,5,A Ashish Reddy,14.6,158.7
2015.0,Sunrisers Hyderabad,B Kumar,3,B Kumar,5.67,170.0
2015.0,Sunrisers Hyderabad,DA Warner,14,DA Warner,40.14,152.72
2015.0,Sunrisers Hyderabad,DW Steyn,3,DW Steyn,6.67,153.85
2015.0,Sunrisers Hyderabad,EJG Morgan,9,EJG Morgan,20.78,121.43
2015.0,Sunrisers Hyderabad,GH Vihari,4,GH Vihari,9.75,108.33
2015.0,Sunrisers Hyderabad,KL Rahul,8,KL Rahul,17.75,106.77
2015.0,Sunrisers Hyderabad,KV Sharma,9,KV Sharma,11.56,119.54
2015.0,Sunrisers Hyderabad,MC Henriques,9,MC Henriques,31.89,132.87
2015.0,Sunrisers Hyderabad,NV Ojha,11,NV Ojha,12.45,108.73
2015.0,Sunrisers Hyderabad,P Kumar,4,P Kumar,4.25,68.0
2015.0,Sunrisers Hyderabad,RS Bopara,8,RS Bopara,18.12,119.83
2015.0,Sunrisers Hyderabad,S Dhawan,14,S Dhawan,25.21,120.48
2016.0,Delhi Daredevils,CH Morris,7,CH Morris,27.86,171.05
2016.0,Delhi Daredevils,CR Brathwaite,6,CR Brathwaite,13.83,207.5
2016.0,Delhi Daredevils,JP Duminy,8,JP Duminy,23.88,121.66
2016.0,Delhi Daredevils,KK Nair,12,KK Nair,29.75,117.43
2016.0,Delhi Daredevils,MA Agarwal,3,MA Agarwal,9.0,103.85
2016.0,Delhi Daredevils,P Negi,6,P Negi,9.5,90.48
2016.0,Delhi Daredevils,Q de Kock,13,Q de Kock,34.23,130.88
2016.0,Delhi Daredevils,RR Pant,10,RR Pant,19.8,127.74
2016.0,Delhi Daredevils,SS Iyer,6,SS Iyer,5.0,65.22
2016.0,Delhi Daredevils,SV Samson,14,SV Samson,20.79,109.81
2016.0,Delhi Daredevils,SW Billings,4,SW Billings,22.0,133.33
2016.0,Gujarat Lions,AD Nath,3,AD Nath,6.67,74.07
2016.0,Gujarat Lions,AJ Finch,12,AJ Finch,32.75,126.37
2016.0,Gujarat Lions,BB McCullum,16,BB McCullum,22.12,129.67
2016.0,Gujarat Lions,DJ Bravo,12,DJ Bravo,8.25,112.5
2016.0,Gujarat Lions,DR Smith,12,DR Smith,27.0,143.36
2016.0,Gujarat Lions,DS Kulkarni,5,DS Kulkarni,5.4,168.75
2016.0,Gujarat Lions,Ishan Kishan,5,Ishan Kishan,8.4,102.44
2016.0,Gujarat Lions,JP Faulkner,5,JP Faulkner,15.4,128.33
2016.0,Gujarat Lions,KD Karthik,15,KD Karthik,22.33,122.71
2016.0,Gujarat Lions,P Kumar,6,P Kumar,4.0,88.89
2016.0,Gujarat Lions,RA Jadeja,15,RA Jadeja,12.73,101.06
2016.0,Gujarat Lions,SK Raina,15,SK Raina,26.6,124.3
2016.0,Kings XI Punjab,AR Patel,10,AR Patel,11.1,137.04
2016.0,Kings XI Punjab,DA Miller,13,DA Miller,12.38,115.83
2016.0,Kings XI Punjab,F Behardien,3,F Behardien,4.67,107.69
2016.0,Kings XI Punjab,GJ Maxwell,10,GJ Maxwell,17.9,138.76
2016.0,Kings XI Punjab,Gurkeerat Singh,6,Gurkeerat Singh,18.83,129.89
2016.0,Kings XI Punjab,HM Amla,6,HM Amla,26.17,128.69
2016.0,Kings XI Punjab,KJ Abbott,3,KJ Abbott,4.33,162.5
2016.0,Kings XI Punjab,M Vijay,14,M Vijay,32.36,121.45
2016.0,Kings XI Punjab,M Vohra,7,M Vohra,23.0,118.38
2016.0,Kings XI Punjab,MM Sharma,5,MM Sharma,6.4,118.52
2016.0,Kings XI Punjab,MP Stoinis,5,MP Stoinis,29.2,131.53
2016.0,Kings XI Punjab,SE Marsh,6,SE Marsh,26.5,118.66
2016.0,Kings XI Punjab,Sandeep Sharma,4,Sandeep Sharma,2.0,88.89
2016.0,Kings XI Punjab,WP Saha,12,WP Saha,22.5,126.17
2016.0,Kolkata Knight Riders,AD Russell,8,AD Russell,23.5,150.4
2016.0,Kolkata Knight Riders,C Munro,3,C Munro,10.0,96.77
2016.0,Kolkata Knight Riders,G Gambhir,15,G Gambhir,33.4,118.16
2016.0,Kolkata Knight Riders,JO Holder,4,JO Holder,5.5,110.0
2016.0,Kolkata Knight Riders,MK Pandey,11,MK Pandey,22.55,130.53
2016.0,Kolkata Knight Riders,PP Chawla,3,PP Chawla,9.0,103.85
2016.0,Kolkata Knight Riders,R Sathish,3,R Sathish,8.0,100.0
2016.0,Kolkata Knight Riders,RV Uthappa,15,RV Uthappa,26.27,131.33
2016.0,Kolkata Knight Riders,SA Yadav,11,SA Yadav,16.55,122.97
2016.0,Kolkata Knight Riders,SP Narine,3,SP Narine,2.33,50.0
2016.0,Kolkata Knight Riders,Shakib Al Hasan,7,Shakib Al Hasan,16.29,105.56
2016.0,Kolkata Knight Riders,YK Pathan,13,YK Pathan,27.77,141.02
2016.0,Mumbai Indians,AT Rayudu,12,AT Rayudu,27.83,117.61
2016.0,Mumbai Indians,HH Pandya,9,HH Pandya,4.89,66.67
2016.0,Mumbai Indians,Harbhajan Singh,7,Harbhajan Singh,13.14,101.1
2016.0,Mumbai Indians,JC Buttler,14,JC Buttler,18.21,134.92
2016.0,Mumbai Indians,KA Pollard,12,KA Pollard,17.25,132.69
2016.0,Mumbai Indians,KH Pandya,8,KH Pandya,29.62,186.61
2016.0,Mumbai Indians,MJ Guptill,3,MJ Guptill,19.0,103.64
2016.0,Mumbai Indians,MJ McClenaghan,4,MJ McClenaghan,8.5,147.83
2016.0,Mumbai Indians,N Rana,3,N Rana,34.67,133.33
2016.0,Mumbai Indians,PA Patel,10,PA Patel,17.7,109.94
2016.0,Mumbai Indians,RG Sharma,14,RG Sharma,34.93,131.45
2016.0,Mumbai Indians,TG Southee,4,TG Southee,7.5,150.0
2016.0,Rising Pune Supergiants,AM Rahane,14,AM Rahane,34.29,124.03
2016.0,Rising Pune Supergiants,F du Plessis,6,F du Plessis,34.33,121.89
2016.0,Rising Pune Supergiants,GJ Bailey,5,GJ Bailey,16.8,84.85
2016.0,Rising Pune Supergiants,IK Pathan,3,IK Pathan,3.67,78.57
2016.0,Rising Pune Supergiants,KP Pietersen,4,KP Pietersen,18.25,119.67
2016.0,Rising Pune Supergiants,MS Dhoni,12,MS Dhoni,23.67,129.09
2016.0,Rising Pune Supergiants,NLTC Perera,10,NLTC Perera,15.0,154.64
2016.0,Rising Pune Supergiants,R Ashwin,6,R Ashwin,6.83,107.89
2016.0,Rising Pune Supergiants,R Bhatia,5,R Bhatia,6.8,170.0
2016.0,Rising Pune Supergiants,SPD Smith,7,SPD Smith,38.57,146.74
2016.0,Rising Pune Supergiants,SS Tiwary,7,SS Tiwary,24.29,114.09
2016.0,Rising Pune Supergiants,UT Khawaja,6,UT Khawaja,21.17,120.95
2016.0,Royal Challengers Bangalore,AB de Villiers,16,AB de Villiers,42.94,165.54
2016.0,Royal Challengers Bangalore,CH Gayle,10,CH Gayle,22.7,142.77
2016.0,Royal Challengers Bangalore,KL Rahul,12,KL Rahul,33.08,143.32
2016.0,Royal Challengers Bangalore,KM Jadhav,3,KM Jadhav,14.0,127.27
2016.0,Royal Challengers Bangalore,SN Khan,4,SN Khan,16.5,212.9
2016.0,Royal Challengers Bangalore,SR Watson,15,SR Watson,11.93,132.59
2016.0,Royal Challengers Bangalore,STR Binny,5,STR Binny,12.6,153.66
2016.0,Royal Challengers Bangalore,Sachin Baby,6,Sachin Baby,19.83,145.12
2016.0,Royal Challengers Bangalore,TM Head,3,TM Head,18.0,128.57
2016.0,Royal Challengers Bangalore,V Kohli,16,V Kohli,60.81,148.55
2016.0,Sunrisers Hyderabad,A Ashish Reddy,3,A Ashish Reddy,15.67,156.67
2016.0,Sunrisers Hyderabad,B Kumar,8,B Kumar,5.38,153.57
2016.0,Sunrisers Hyderabad,BB Sran,3,BB Sran,1.33,100.0
2016.0,Sunrisers Hyderabad,BCJ Cutting,4,BCJ Cutting,16.25,175.68
2016.0,Sunrisers Hyderabad,Bipul Sharma,4,Bipul Sharma,12.75,204.0
2016.0,Sunrisers Hyderabad,DA Warner,17,DA Warner,49.88,146.46
2016.0,Sunrisers Hyderabad,DJ Hooda,15,DJ Hooda,9.6,115.2
2016.0,Sunrisers Hyderabad,EJG Morgan,6,EJG Morgan,20.5,117.14
2016.0,Sunrisers Hyderabad,KS Williamson,6,KS Williamson,20.67,98.41
2016.0,Sunrisers Hyderabad,KV Sharma,3,KV Sharma,12.0,105.88
2016.0,Sunrisers Hyderabad,MC Henriques,15,MC Henriques,12.13,112.35
2016.0,Sunrisers Hyderabad,NV Ojha,13,NV Ojha,10.46,95.77
2016.0,Sunrisers Hyderabad,S Dhawan,17,S Dhawan,29.47,114.38
2016.0,Sunrisers Hyderabad,Yuvraj Singh,10,Yuvraj Singh,23.6,128.96
2017.0,Delhi Daredevils,A Mishra,6,A Mishra,8.17,87.5
2017.0,Delhi Daredevils,AP Tare,3,AP Tare,6.0,72.0
2017.0,Delhi Daredevils,CH Morris,8,CH Morris,19.25,158.76
2017.0,Delhi Daredevils,CJ Anderson,11,CJ Anderson,12.91,109.23
2017.0,Delhi Daredevils,K Rabada,3,K Rabada,18.33,80.88
2017.0,Delhi Daredevils,KK Nair,13,KK Nair,21.62,122.71
2017.0,Delhi Daredevils,MN Samuels,4,MN Samuels,7.25,90.62
2017.0,Delhi Daredevils,Mohammed Shami,6,Mohammed Shami,6.0,150.0
2017.0,Delhi Daredevils,PJ Cummins,8,PJ Cummins,9.62,142.59
2017.0,Delhi Daredevils,RR Pant,14,RR Pant,26.14,161.95
2017.0,Delhi Daredevils,S Nadeem,3,S Nadeem,0.67,22.22
2017.0,Delhi Daredevils,SS Iyer,12,SS Iyer,28.17,135.74
2017.0,Delhi Daredevils,SV Samson,14,SV Samson,27.57,140.36
2017.0,Delhi Daredevils,SW Billings,6,SW Billings,23.0,128.97
2017.0,Delhi Daredevils,Z Khan,3,Z Khan,1.33,30.77
2017.0,Gujarat Lions,AJ Finch,13,AJ Finch,23.08,157.89
2017.0,Gujarat Lions,AJ Tye,3,AJ Tye,17.67,176.67
2017.0,Gujarat Lions,Ankit Soni,3,Ankit Soni,2.33,77.78
2017.0,Gujarat Lions,BB McCullum,11,BB McCullum,29.09,140.97
2017.0,Gujarat Lions,Basil Thampi,5,Basil Thampi,5.6,93.33
2017.0,Gujarat Lions,DR Smith,11,DR Smith,21.73,151.27
2017.0,Gujarat Lions,Ishan Kishan,10,Ishan Kishan,27.7,129.44
2017.0,Gujarat Lions,JJ Roy,3,JJ Roy,19.67,143.9
2017.0,Gujarat Lions,JP Faulkner,6,JP Faulkner,9.0,90.0
2017.0,Gujarat Lions,KD Karthik,13,KD Karthik,27.77,134.7
2017.0,Gujarat Lions,PJ Sangwan,3,PJ Sangwan,0.67,50.0
2017.0,Gujarat Lions,RA Jadeja,10,RA Jadeja,15.8,133.9
2017.0,Gujarat Lions,SK Raina,14,SK Raina,31.57,142.58
2017.0,Kings XI Punjab,AR Patel,13,AR Patel,17.46,132.75
2017.0,Kings XI Punjab,DA Miller,4,DA Miller,20.75,101.22
2017.0,Kings XI Punjab,EJG Morgan,4,EJG Morgan,16.25,104.84
2017.0,Kings XI Punjab,GJ Maxwell,13,GJ Maxwell,23.85,166.67
2017.0,Kings XI Punjab,HM Amla,10,HM Amla,42.0,141.89
2017.0,Kings XI Punjab,I Sharma,3,I Sharma,2.67,61.54
2017.0,Kings XI Punjab,M Vohra,9,M Vohra,25.44,134.71
2017.0,Kings XI Punjab,MJ Guptill,7,MJ Guptill,18.86,150.0
2017.0,Kings XI Punjab,MM Sharma,7,MM Sharma,7.29,100.0
2017.0,Kings XI Punjab,MP Stoinis,3,MP Stoinis,5.67,68.0
2017.0,Kings XI Punjab,SE Marsh,8,SE Marsh,33.0,133.33
2017.0,Kings XI Punjab,WP Saha,11,WP Saha,21.27,120.62
2017.0,Kolkata Knight Riders,C de Grandhomme,9,C de Grandhomme,14.0,136.96
2017.0,Kolkata Knight Riders,CA Lynn,7,CA Lynn,42.14,168.57
2017.0,Kolkata Knight Riders,CR Woakes,7,CR Woakes,6.57,97.87
2017.0,Kolkata Knight Riders,G Gambhir,16,G Gambhir,31.12,122.96
2017.0,Kolkata Knight Riders,MK Pandey,12,MK Pandey,33.0,125.71
2017.0,Kolkata Knight Riders,NM Coulter-Nile,3,NM Coulter-Nile,4.67,107.69
2017.0,Kolkata Knight Riders,RV Uthappa,13,RV Uthappa,29.85,162.34
2017.0,Kolkata Knight Riders,SA Yadav,7,SA Yadav,15.0,117.98
2017.0,Kolkata Knight Riders,SP Jackson,3,SP Jackson,12.67,122.58
2017.0,Kolkata Knight Riders,SP Narine,14,SP Narine,16.0,165.93
2017.0,Kolkata Knight Riders,UT Yadav,4,UT Yadav,2.5,76.92
2017.0,Kolkata Knight Riders,YK Pathan,11,YK Pathan,13.0,116.26
2017.0,Mumbai Indians,AT Rayudu,5,AT Rayudu,18.2,113.75
2017.0,Mumbai Indians,HH Pandya,16,HH Pandya,15.62,145.35
2017.0,Mumbai Indians,Harbhajan Singh,7,Harbhajan Singh,2.29,94.12
2017.0,Mumbai Indians,JC Buttler,10,JC Buttler,27.3,146.77
2017.0,Mumbai Indians,KA Pollard,16,KA Pollard,24.69,134.35
2017.0,Mumbai Indians,KH Pandya,11,KH Pandya,22.09,130.65
2017.0,Mumbai Indians,KV Sharma,6,KV Sharma,8.17,116.67
2017.0,Mumbai Indians,LMP Simmons,7,LMP Simmons,19.57,118.1
2017.0,Mumbai Indians,MJ McClenaghan,5,MJ McClenaghan,3.2,100.0
2017.0,Mumbai Indians,N Rana,12,N Rana,27.75,120.22
2017.0,Mumbai Indians,PA Patel,16,PA Patel,24.69,128.25
2017.0,Mumbai Indians,RG Sharma,16,RG Sharma,20.81,119.78
2017.0,Rising Pune Supergiant,AM Rahane,16,AM Rahane,23.88,116.46
2017.0,Rising Pune Supergiant,BA Stokes,11,BA Stokes,28.73,139.21
2017.0,Rising Pune Supergiant,DT Christian,9,DT Christian,8.78,151.92
2017.0,Rising Pune Supergiant,MA Agarwal,3,MA Agarwal,8.67,89.66
2017.0,Rising Pune Supergiant,MK Tiwary,13,MK Tiwary,24.92,133.88
2017.0,Rising Pune Supergiant,MS Dhoni,15,MS Dhoni,19.33,111.11
2017.0,Rising Pune Supergiant,RA Tripathi,14,RA Tripathi,27.93,142.18
2017.0,Rising Pune Supergiant,SN Thakur,3,SN Thakur,0.0,0.0
2017.0,Rising Pune Supergiant,SPD Smith,15,SPD Smith,31.47,118.0
2017.0,Rising Pune Supergiant,Washington Sundar,5,Washington Sundar,1.8,75.0
2017.0,Royal Challengers Bangalore,A Choudhary,3,A Choudhary,8.33,125.0
2017.0,Royal Challengers Bangalore,AB de Villiers,9,AB de Villiers,24.0,126.32
2017.0,Royal Challengers Bangalore,AF Milne,3,AF Milne,2.33,58.33
2017.0,Royal Challengers Bangalore,CH Gayle,9,CH Gayle,22.22,116.28
2017.0,Royal Challengers Bangalore,KM Jadhav,13,KM Jadhav,20.54,137.63
2017.0,Royal Challengers Bangalore,Mandeep Singh,10,Mandeep Singh,18.8,105.62
2017.0,Royal Challengers Bangalore,P Negi,10,P Negi,14.4,126.32
2017.0,Royal Challengers Bangalore,S Aravind,6,S Aravind,5.33,80.0
2017.0,Royal Challengers Bangalore,S Badree,5,S Badree,2.6,52.0
2017.0,Royal Challengers Bangalore,SR Watson,7,SR Watson,10.14,88.75
2017.0,Royal Challengers Bangalore,STR Binny,7,STR Binny,11.14,101.3
2017.0,Royal Challengers Bangalore,Sachin Baby,3,Sachin Baby,5.0,88.24
2017.0,Royal Challengers Bangalore,TM Head,7,TM Head,21.57,138.53
2017.0,Royal Challengers Bangalore,TS Mills,3,TS Mills,2.67,72.73
2017.0,Royal Challengers Bangalore,V Kohli,10,V Kohli,30.8,119.84
2017.0,Royal Challengers Bangalore,Vishnu Vinod,3,Vishnu Vinod,6.33,73.08
2017.0,Royal Challengers Bangalore,YS Chahal,6,YS Chahal,2.17,50.0
2017.0,Sunrisers Hyderabad,BCJ Cutting,3,BCJ Cutting,17.0,188.89
2017.0,Sunrisers Hyderabad,Bipul Sharma,3,Bipul Sharma,10.33,124.0
2017.0,Sunrisers Hyderabad,DA Warner,14,DA Warner,45.79,138.74
2017.0,Sunrisers Hyderabad,DJ Hooda,6,DJ Hooda,13.0,147.17
2017.0,Sunrisers Hyderabad,KS Williamson,7,KS Williamson,36.57,150.59
2017.0,Sunrisers Hyderabad,MC Henriques,11,MC Henriques,25.18,135.12
